life	NN	I-Premise	9	supports:~
than	IN	I-Premise	9	supports:~
to	TO	I-Premise	9	supports:~
success	NN	I-Premise	9	supports:~
only	RB	I-Premise	9	supports:~
academically	RB	I-Premise	9	supports:~
.	.	O	~	~
Success	NN	B-Premise	10	supports:~
in	IN	I-Premise	10	supports:~
life	NN	I-Premise	10	supports:~
should	MD	I-Premise	10	supports:~
be	VB	I-Premise	10	supports:~
the	DT	I-Premise	10	supports:~
ultimate	JJ	I-Premise	10	supports:~
goal	NN	I-Premise	10	supports:~
of	IN	I-Premise	10	supports:~
a	DT	I-Premise	10	supports:~
student	NN	I-Premise	10	supports:~
,	,	I-Premise	10	supports:~
which	WDT	I-Premise	10	supports:~
requires	VBZ	I-Premise	10	supports:~
more	JJR	I-Premise	10	supports:~
than	IN	I-Premise	10	supports:~
academic	JJ	I-Premise	10	supports:~
knowledge	NN	I-Premise	10	supports:~
,	,	I-Premise	10	supports:~
but	CC	I-Premise	10	supports:~
also	RB	I-Premise	10	supports:~
practical	JJ	I-Premise	10	supports:~
life	NN	I-Premise	10	supports:~
skills	NNS	I-Premise	10	supports:~
such	JJ	I-Premise	10	supports:~
as	IN	I-Premise	10	supports:~
cooking	NN	I-Premise	10	supports:~
,	,	I-Premise	10	supports:~
good	JJ	I-Premise	10	supports:~
communication	NN	I-Premise	10	supports:~
skills	NNS	I-Premise	10	supports:~
and	CC	I-Premise	10	supports:~
teamwork	NN	I-Premise	10	supports:~
spirit	NN	I-Premise	10	supports:~
.	.	O	~	~
Thus	RB	O	~	~
,	,	O	~	~
school	NN	B-Claim	11	supports:~
education	NN	I-Claim	11	supports:~
should	MD	I-Claim	11	supports:~
not	RB	I-Claim	11	supports:~
only	RB	I-Claim	11	supports:~
focus	VB	I-Claim	11	supports:~
on	IN	I-Claim	11	supports:~
the	DT	I-Claim	11	supports:~
academic	JJ	I-Claim	11	supports:~
development	NN	I-Claim	11	supports:~
of	IN	I-Claim	11	supports:~
a	DT	I-Claim	11	supports:~
student	NN	I-Claim	11	supports:~
as	IN	I-Claim	11	supports:~
it	PRP	I-Claim	11	supports:~
is	VBZ	I-Claim	11	supports:~
much	RB	I-Claim	11	supports:~
more	RBR	I-Claim	11	supports:~
crucial	JJ	I-Claim	11	supports:~
to	TO	I-Claim	11	supports:~
teach	VB	I-Claim	11	supports:~
them	PRP	I-Claim	11	supports:~
how	WRB	I-Claim	11	supports:~
to	TO	I-Claim	11	supports:~
be	VB	I-Claim	11	supports:~
independent	JJ	I-Claim	11	supports:~
and	CC	I-Claim	11	supports:~
live	VB	I-Claim	11	supports:~
a	DT	I-Claim	11	supports:~
good	JJ	I-Claim	11	supports:~
life	NN	I-Claim	11	supports:~
.	.	O	~	~
Some	DT	O	~	~
people	NNS	O	~	~
may	MD	O	~	~
argue	VB	O	~	~
that	IN	O	~	~
students	NNS	B-Claim	12	Against:~
can	MD	I-Claim	12	Against:~
learn	VB	I-Claim	12	Against:~
practical	JJ	I-Claim	12	Against:~
skills	NNS	I-Claim	12	Against:~
after	IN	I-Claim	12	Against:~
school	NN	I-Claim	12	Against:~
hours	NNS	I-Claim	12	Against:~
from	IN	I-Claim	12	Against:~
their	PRP$	I-Claim	12	Against:~
parents	NNS	I-Claim	12	Against:~
.	.	O	~	~
However	RB	O	~	~
,	,	O	~	~
I	PRP	O	~	~
believe	VBP	O	~	~
that	IN	O	~	~
it	PRP	O	~	~
is	VBZ	O	~	~
not	RB	O	~	~
a	DT	O	~	~
good	JJ	O	~	~
idea	NN	O	~	~
because	IN	O	~	~
most	JJS	B-Premise	13	supports:~
young	JJ	I-Premise	13	supports:~
people	NNS	I-Premise	13	supports:~
would	MD	I-Premise	13	supports:~
rather	RB	I-Premise	13	supports:~
watch	VB	I-Premise	13	supports:~
TV	NN	I-Premise	13	supports:~
or	CC	I-Premise	13	supports:~
play	VB	I-Premise	13	supports:~
computer	NN	I-Premise	13	supports:~
games	NNS	I-Premise	13	supports:~
after	IN	I-Premise	13	supports:~
school	NN	I-Premise	13	supports:~
instead	RB	I-Premise	13	supports:~
of	IN	I-Premise	13	supports:~
learning	VBG	I-Premise	13	supports:~
life	NN	I-Premise	13	supports:~
skills	NNS	I-Premise	13	supports:~
from	IN	I-Premise	13	supports:~
their	PRP$	I-Premise	13	supports:~
parents	NNS	I-Premise	13	supports:~
.	.	O	~	~
Moreover	RB	O	~	~
,	,	O	~	~
parents	NNS	B-Premise	14	attacks:12
are	VBP	I-Premise	14	attacks:12
usually	RB	I-Premise	14	attacks:12
too	RB	I-Premise	14	attacks:12
busy	JJ	I-Premise	14	attacks:12
with	IN	I-Premise	14	attacks:12
their	PRP$	I-Premise	14	attacks:12
daily	JJ	I-Premise	14	attacks:12
jobs	NNS	I-Premise	14	attacks:12
to	TO	I-Premise	14	attacks:12
teach	VB	I-Premise	14	attacks:12
their	PRP$	I-Premise	14	attacks:12
children	NNS	I-Premise	14	attacks:12
the	DT	I-Premise	14	attacks:12
life	NN	I-Premise	14	attacks:12
skills	NNS	I-Premise	14	attacks:12
.	.	O	~	~
In	IN	O	~	~
conclusion	NN	O	~	~
,	,	O	~	~
I	PRP	O	~	~
strongly	RB	O	~	~
believe	VBP	O	~	~
that	IN	O	~	~
non-academic	JJ	B-MajorClaim	15	For:~
subjects	NNS	I-MajorClaim	15	For:~
are	VBP	I-MajorClaim	15	For:~
as	IN	I-MajorClaim	15	For:~
essential	JJ	I-MajorClaim	15	For:~
as	IN	I-MajorClaim	15	For:~
academic	JJ	I-MajorClaim	15	For:~
subjects	NNS	I-MajorClaim	15	For:~
for	IN	I-MajorClaim	15	For:~
a	DT	I-MajorClaim	15	For:~
student	NN	I-MajorClaim	15	For:~
's	POS	I-MajorClaim	15	For:~
development	NN	I-MajorClaim	15	For:~
.	.	O	~	~
Therefore	RB	O	~	~
,	,	O	~	~
schools	NNS	B-Premise	16	~
should	MD	I-Premise	16	~
not	RB	I-Premise	16	~
remove	VB	I-Premise	16	~
these	DT	I-Premise	16	~
subjects	NNS	I-Premise	16	~
.	.	O	~	~
